library,term,traits_tested,traits_P_lt_0_005,minimum_P,maximum_P,minimum_BH_FDR,FDR_significant_any_trait
GO_BP_2023,Podocyte Differentiation (GO:0072112),3,0,0.20516,0.37908,0.9142010813887308,False
GO_BP_2023,Vasculature Development (GO:0001944),3,0,0.10738,0.37943,0.9090356792144026,False
GO_BP_2023,Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),3,0,0.19079,0.37979,0.9297977458033572,False
GO_BP_2023,Notch Signaling Involved In Heart Development (GO:0061314),3,0,0.26659,0.37985,0.9142010813887308,False
GO_BP_2023,Androgen Receptor Signaling Pathway (GO:0030521),3,0,0.21144,0.3799,0.9142010813887308,False
GO_BP_2023,"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",3,0,0.1006,0.37996,0.9090356792144026,False
GO_BP_2023,Regulation Of DNA Recombination (GO:0000018),3,0,0.1979,0.37998,0.9142010813887308,False
GO_BP_2023,Regulation Of Protein Localization To Cell Surface (GO:2000008),3,0,0.089369,0.38058,0.9225998824911869,False
GO_BP_2023,Negative Regulation Of Type II Interferon Production (GO:0032689),3,0,0.09926,0.38121,0.9301816395014382,False
GO_BP_2023,Muscle Cell Differentiation (GO:0042692),3,0,0.30894,0.38195,0.9142010813887308,False
GO_BP_2023,T Cell Differentiation (GO:0030217),3,0,0.35573,0.38198,0.9316138955438428,False
GO_BP_2023,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),3,0,0.14636,0.38254,0.9142010813887308,False
GO_BP_2023,Cotranslational Protein Targeting To Membrane (GO:0006613),3,0,0.23206,0.38255,0.9142010813887308,False
GO_BP_2023,Regulation Of Axonogenesis (GO:0050770),3,0,0.080413,0.3829,0.931722776523702,False
GO_BP_2023,Peroxisomal Membrane Transport (GO:0015919),3,0,0.10732,0.38308,0.9090356792144026,False
GO_BP_2023,Glycolipid Metabolic Process (GO:0006664),3,0,0.090918,0.38313,0.9046810444874276,False
GO_BP_2023,Regulation Of Cell Cycle Checkpoint (GO:1901976),3,0,0.34394,0.38328,0.922255873493976,False
GO_BP_2023,Fc-gamma Receptor Signaling Pathway (GO:0038094),3,0,0.052039,0.38352,0.8874128476821191,False
Reactome_2022,Complex I Biogenesis R-HSA-6799198,3,0,0.3438,0.38369,0.9322519561068702,False
GO_BP_2023,Protein-Containing Complex Assembly (GO:0065003),3,0,0.23747,0.3837,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),3,0,0.12159,0.38504,0.932385674025364,False
GO_BP_2023,Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),3,0,0.21207,0.38584,0.9142010813887308,False
GO_BP_2023,U2-type Prespliceosome Assembly (GO:1903241),3,0,0.21484,0.38626,0.932385674025364,False
GO_BP_2023,Small Nucleolar Ribonucleoprotein Complex Assembly (GO:0000491),3,0,0.28205,0.38646,0.9142010813887308,False
GO_BP_2023,Phosphatidylinositol Dephosphorylation (GO:0046856),3,0,0.29886,0.3865,0.932385674025364,False
GO_BP_2023,Peripheral Nervous System Development (GO:0007422),3,0,0.025816,0.38662,0.8503912258064517,False
Reactome_2022,Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982,3,0,0.097571,0.38671,0.932385674025364,False
GO_BP_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),3,0,0.1544,0.38685,0.932385674025364,False
Reactome_2022,Transcriptional Regulation By RUNX3 R-HSA-8878159,3,0,0.27457,0.38722,0.932385674025364,False
GO_BP_2023,Regulation Of Centrosome Cycle (GO:0046605),3,0,0.16424,0.38735,0.9142010813887308,False
Reactome_2022,MTOR Signaling R-HSA-165159,3,0,0.17299,0.38737,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Response To Cytokine Stimulus (GO:0060760),3,0,0.018955,0.38766,0.7598961313868613,False
GO_BP_2023,Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844),3,0,0.024615,0.38776,0.7684385119047619,False
GO_BP_2023,Negative Regulation Of Transposition (GO:0010529),3,0,0.13613,0.38814,0.932385674025364,False
GO_BP_2023,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),3,0,0.14915,0.38822,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Catabolic Process (GO:0009895),3,0,0.14816,0.3884,0.932385674025364,False
GO_BP_2023,DNA Duplex Unwinding (GO:0032508),3,0,0.098901,0.38841,0.9090356792144026,False
GO_BP_2023,RNA Splicing (GO:0008380),3,0,0.34633,0.38847,0.9253609960552268,False
GO_BP_2023,Positive Regulation Of Immune Response (GO:0050778),3,0,0.15061,0.38858,0.932385674025364,False
GO_BP_2023,Regulation Of Sprouting Angiogenesis (GO:1903670),3,0,0.30832,0.38876,0.9142010813887308,False
Reactome_2022,Norepinephrine Neurotransmitter Release Cycle R-HSA-181430,3,0,0.026759,0.38899,0.7780630555555557,False
Reactome_2022,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,3,0,0.22611,0.38913,0.932385674025364,False
GO_BP_2023,pre-mRNA Cleavage Required For Polyadenylation (GO:0098789),3,0,0.32702,0.38921,0.932385674025364,False
Reactome_2022,Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829,3,0,0.2845,0.38928,0.9292556785370548,False
GO_BP_2023,DNA Replication (GO:0006260),3,0,0.25524,0.38977,0.932385674025364,False
Reactome_2022,Neddylation R-HSA-8951664,3,0,0.11409,0.38999,0.932385674025364,False
Reactome_2022,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,3,0,0.31367,0.39032,0.9142010813887308,False
Reactome_2022,SHC1 Events In ERBB2 Signaling R-HSA-1250196,3,0,0.27518,0.39034,0.9142010813887308,False
Reactome_2022,cGMP Effects R-HSA-418457,3,0,0.097558,0.39125,0.9090356792144026,False
GO_BP_2023,Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515),3,0,0.31028,0.39142,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862),3,0,0.042969,0.39146,0.8635484411764706,False
Reactome_2022,DNA Damage Recognition In GG-NER R-HSA-5696394,3,0,0.32694,0.39172,0.9336131578947368,False
GO_BP_2023,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),3,0,0.11175,0.39175,0.9225998824911869,False
GO_BP_2023,Postreplication Repair (GO:0006301),3,0,0.068263,0.39202,0.8848690726817042,False
GO_BP_2023,Calcium Ion Transmembrane Transport (GO:0070588),3,0,0.18051,0.39204,0.9336131578947368,False
Reactome_2022,Cytosolic Iron-Sulfur Cluster Assembly R-HSA-2564830,3,0,0.14995,0.39218,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),3,0,0.093107,0.39234,0.9061465200764818,False
GO_BP_2023,Triglyceride Homeostasis (GO:0070328),3,0,0.31206,0.39246,0.9142010813887308,False
GO_BP_2023,Regulation Of Telomere Maintenance (GO:0032204),3,0,0.22574,0.39259,0.9142010813887308,False
GO_BP_2023,Long-Term Memory (GO:0007616),3,0,0.30868,0.3926,0.92680936733693,False
GO_BP_2023,Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099),3,0,0.14528,0.39266,0.9142010813887308,False
Reactome_2022,G1/S Transition R-HSA-69206,3,0,0.27159,0.39268,0.9142010813887308,False
GO_BP_2023,Peptidyl-Proline Hydroxylation (GO:0019511),3,0,0.043055,0.39321,0.8298750915750917,False
Reactome_2022,NCAM Signaling For Neurite Out-Growth R-HSA-375165,3,0,0.19703,0.39321,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273),3,0,0.086778,0.39366,0.9336131578947368,False
Reactome_2022,Signaling By VEGF R-HSA-194138,3,0,0.20874,0.39371,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),3,0,0.16593,0.39387,0.9142010813887308,False
GO_BP_2023,Regulation Of Centrosome Duplication (GO:0010824),3,0,0.24973,0.39395,0.9142010813887308,False
GO_BP_2023,Cellular Response To Superoxide (GO:0071451),3,0,0.28471,0.39464,0.9142010813887308,False
Reactome_2022,Ion Channel Transport R-HSA-983712,3,0,0.29269,0.39465,0.9142010813887308,False
Reactome_2022,Glycosphingolipid Metabolism R-HSA-1660662,3,0,0.07698,0.39482,0.9046810444874276,False
Reactome_2022,Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154,3,0,0.11379,0.39518,0.9109985401459854,False
GO_BP_2023,Engulfment Of Apoptotic Cell (GO:0043652),3,0,0.055242,0.39523,0.9017457051282052,False
GO_BP_2023,Nucleosome Organization (GO:0034728),3,0,0.26475,0.39523,0.922255873493976,False
GO_BP_2023,Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736),3,0,0.28994,0.39555,0.9336131578947368,False
Reactome_2022,Nuclear Envelope (NE) Reassembly R-HSA-2995410,3,0,0.32926,0.39606,0.922255873493976,False
Reactome_2022,Organelle Biogenesis And Maintenance R-HSA-1852241,3,0,0.093923,0.39627,0.9234639630390143,False
GO_BP_2023,Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),3,0,0.26104,0.39662,0.9336131578947368,False
GO_BP_2023,Methylguanosine-Cap Decapping (GO:0110156),3,0,0.053643,0.39674,0.8635484411764706,False
Reactome_2022,Disorders Of Developmental Biology R-HSA-9675151,3,0,0.078065,0.39752,0.9046810444874276,False
GO_BP_2023,Protein K48-linked Deubiquitination (GO:0071108),3,0,0.36534,0.39754,0.9336131578947368,False
GO_BP_2023,Organelle Disassembly (GO:1903008),3,0,0.051372,0.39755,0.8635484411764706,False
Reactome_2022,PD-1 Signaling R-HSA-389948,3,0,0.17159,0.39757,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Fibrinolysis (GO:0051918),3,0,0.27167,0.39805,0.9336131578947368,False
GO_BP_2023,Oligodendrocyte Differentiation (GO:0048709),3,0,0.12854,0.39814,0.9336131578947368,False
GO_BP_2023,Lipid Oxidation (GO:0034440),3,0,0.2555,0.39834,0.9336131578947368,False
GO_BP_2023,Regulation Of Hippo Signaling (GO:0035330),3,0,0.30628,0.39901,0.922255873493976,False
GO_BP_2023,Signal Peptide Processing (GO:0006465),3,0,0.36792,0.39908,0.932385674025364,False
GO_BP_2023,Cellular Response To Calcium Ion (GO:0071277),3,0,0.082704,0.39946,0.9234639630390143,False
GO_BP_2023,Regulation Of Cell-Substrate Junction Assembly (GO:0090109),3,0,0.23812,0.39983,0.9142010813887308,False
GO_BP_2023,Regulation Of Neutrophil Chemotaxis (GO:0090022),3,0,0.28087,0.39989,0.9336131578947368,False
Reactome_2022,Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1 R-HSA-113501,3,0,0.23234,0.4,0.9336131578947368,False
GO_BP_2023,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),3,0,0.30015,0.40045,0.9238121635094716,False
GO_BP_2023,Regulation Of Cell-Matrix Adhesion (GO:0001952),3,0,0.25655,0.40061,0.9142010813887308,False
GO_BP_2023,Activation Of Protein Kinase B Activity (GO:0032148),3,0,0.3505,0.40072,0.922255873493976,False
Reactome_2022,Synthesis Of PIPs At Plasma Membrane R-HSA-1660499,3,0,0.37296,0.40092,0.9336131578947368,False
GO_BP_2023,Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987),3,0,0.14789,0.40168,0.9234639630390143,False
GO_BP_2023,Regulation Of ERAD Pathway (GO:1904292),3,0,0.11765,0.40211,0.9336131578947368,False
Reactome_2022,RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,3,0,0.32157,0.40213,0.9211631635969664,False
GO_BP_2023,miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278),3,0,0.16249,0.40216,0.9336131578947368,False
Reactome_2022,Mitochondrial Translation Initiation R-HSA-5368286,3,0,0.25222,0.40219,0.9142010813887308,False
GO_BP_2023,Primary Alcohol Metabolic Process (GO:0034308),3,0,0.049685,0.40237,0.8635484411764706,False
GO_BP_2023,Negative Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034244),3,0,0.32116,0.40244,0.9156606246514224,False
GO_BP_2023,Sodium Ion Export Across Plasma Membrane (GO:0036376),3,0,0.33664,0.40269,0.9336131578947368,False
GO_BP_2023,Protein Autoubiquitination (GO:0051865),3,0,0.25334,0.40281,0.9336131578947368,False
Reactome_2022,Gap Junction Degradation R-HSA-190873,3,0,0.096306,0.4029,0.9225998824911869,False
Reactome_2022,Miscellaneous Transport And Binding Events R-HSA-5223345,3,0,0.13707,0.40342,0.9142010813887308,False
GO_BP_2023,Atrioventricular Valve Morphogenesis (GO:0003181),3,0,0.10974,0.40346,0.9336131578947368,False
GO_BP_2023,Protein-Containing Complex Disassembly (GO:0032984),3,0,0.30192,0.40372,0.922255873493976,False
GO_BP_2023,Positive Regulation Of T Cell Cytokine Production (GO:0002726),3,0,0.21398,0.40381,0.9336131578947368,False
GO_BP_2023,Regulation Of Neuron Differentiation (GO:0045664),3,0,0.18994,0.40382,0.9336131578947368,False
Reactome_2022,Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168,3,0,0.24322,0.4042,0.9336131578947368,False
GO_BP_2023,Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),3,0,0.10041,0.40426,0.9304877192982456,False
GO_BP_2023,Neuron Projection Morphogenesis (GO:0048812),3,0,0.10311,0.40458,0.9090356792144026,False
GO_BP_2023,Glycoprotein Biosynthetic Process (GO:0009101),3,0,0.35975,0.40482,0.9292556785370548,False
GO_BP_2023,Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),3,0,0.35065,0.40507,0.922255873493976,False
GO_BP_2023,Regulation Of Cell Morphogenesis (GO:0022604),3,0,0.093786,0.4051,0.9090356792144026,False
GO_BP_2023,Detection Of Calcium Ion (GO:0005513),3,0,0.31425,0.40536,0.9346130807397384,False
GO_BP_2023,Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),3,0,0.23987,0.40542,0.9346130807397384,False
GO_BP_2023,Regulation Of Viral Genome Replication (GO:0045069),3,0,0.16881,0.40561,0.9346130807397384,False
GO_BP_2023,Negative Regulation Of Cellular Catabolic Process (GO:0031330),3,0,0.33733,0.40564,0.932385674025364,False
GO_BP_2023,Regulation Of Interleukin-13 Production (GO:0032656),3,0,0.1429,0.40572,0.9225998824911869,False
Reactome_2022,Ub-specific Processing Proteases R-HSA-5689880,3,0,0.044349,0.40593,0.8298750915750917,False
GO_BP_2023,Regulation Of Cholesterol Biosynthetic Process (GO:0045540),3,0,0.25608,0.40611,0.9142010813887308,False
GO_BP_2023,Regulation Of Hormone Secretion (GO:0046883),3,0,0.050111,0.4062,0.8635484411764706,False
GO_BP_2023,Fc-epsilon Receptor Signaling Pathway (GO:0038095),3,0,0.25256,0.40653,0.9346130807397384,False
GO_BP_2023,Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836),3,0,0.018524,0.40671,0.7598961313868613,False
GO_BP_2023,Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),3,0,0.07025,0.40693,0.9210817135549872,False
Reactome_2022,Interleukin-2 Signaling R-HSA-9020558,3,0,0.13805,0.40699,0.9234639630390143,False
GO_BP_2023,Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),3,0,0.3136,0.40702,0.9346130807397384,False
GO_BP_2023,Regulation Of DNA Strand Elongation (GO:0060382),3,0,0.025154,0.40747,0.8503912258064517,False
Reactome_2022,ERBB2 Regulates Cell Motility R-HSA-6785631,3,0,0.22808,0.40747,0.9142010813887308,False
GO_BP_2023,tRNA 5'-Leader Removal (GO:0001682),3,0,0.3386,0.40777,0.92287999001996,False
GO_BP_2023,Dicarboxylic Acid Catabolic Process (GO:0043649),3,0,0.33658,0.40778,0.9348970419426048,False
GO_BP_2023,Axonogenesis (GO:0007409),3,0,0.02925,0.40788,0.8635484411764706,False
GO_BP_2023,Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904505),3,0,0.054624,0.40794,0.8635484411764706,False
Reactome_2022,Dermatan Sulfate Biosynthesis R-HSA-2022923,3,0,0.14493,0.40832,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Response To Wounding (GO:1903036),3,0,0.37203,0.40873,0.9348970419426048,False
GO_BP_2023,Apoptotic Process (GO:0006915),3,0,0.283,0.40928,0.9142010813887308,False
Reactome_2022,Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960,3,0,0.20351,0.40951,0.9208097071583514,False
Reactome_2022,ABC-family Proteins Mediated Transport R-HSA-382556,3,0,0.11467,0.40961,0.9348970419426048,False
GO_BP_2023,Response To Interferon-Beta (GO:0035456),3,0,0.035374,0.40997,0.8297403686635945,False
GO_BP_2023,Nitric Oxide Mediated Signal Transduction (GO:0007263),3,0,0.20692,0.41038,0.9348970419426048,False
GO_BP_2023,Epoxygenase P450 Pathway (GO:0019373),3,0,0.29176,0.41057,0.9348970419426048,False
GO_BP_2023,Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878),3,0,0.20431,0.4106,0.9142010813887308,False
GO_BP_2023,Programmed Necrotic Cell Death (GO:0097300),3,0,0.35947,0.4108,0.922255873493976,False
GO_BP_2023,Regulation Of Transferase Activity (GO:0051338),3,0,0.35466,0.41106,0.9348970419426048,False
GO_BP_2023,Apoptotic Nuclear Changes (GO:0030262),3,0,0.034602,0.41133,0.8635484411764706,False
Reactome_2022,Receptor Mediated Mitophagy R-HSA-8934903,3,0,0.18006,0.41205,0.927637044534413,False
GO_BP_2023,Actin Filament Bundle Organization (GO:0061572),3,0,0.22742,0.41218,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078),3,0,0.24132,0.41218,0.922255873493976,False
GO_BP_2023,Response To Chemokine (GO:1990868),3,0,0.27374,0.41226,0.9142010813887308,False
Reactome_2022,Polo-like Kinase Mediated Events R-HSA-156711,3,0,0.24986,0.41231,0.9142010813887308,False
Reactome_2022,PI Metabolism R-HSA-1483255,3,0,0.22231,0.41237,0.9348970419426048,False
Reactome_2022,Platelet Degranulation R-HSA-114608,3,0,0.3591,0.41244,0.9297977458033572,False
GO_BP_2023,Positive Regulation Of Angiogenesis (GO:0045766),3,0,0.27681,0.41272,0.9348970419426048,False
GO_BP_2023,Protein Kinase A Signaling (GO:0010737),3,0,0.30221,0.4128,0.9207491008174388,False
GO_BP_2023,Regulation Of Lamellipodium Organization (GO:1902743),3,0,0.33911,0.41291,0.9336131578947368,False
GO_BP_2023,Positive Regulation Of Phagocytosis (GO:0050766),3,0,0.30206,0.41321,0.9142010813887308,False
GO_BP_2023,Regulation Of Dephosphorylation (GO:0035303),3,0,0.35542,0.41323,0.9348970419426048,False
Reactome_2022,Integrin Cell Surface Interactions R-HSA-216083,3,0,0.4007,0.41326,0.9336131578947368,False
GO_BP_2023,Regulation Of Golgi Organization (GO:1903358),3,0,0.25803,0.41331,0.9348970419426048,False
Reactome_2022,Scavenging Of Heme From Plasma R-HSA-2168880,3,0,0.16623,0.41353,0.9142010813887308,False
GO_BP_2023,Keratan Sulfate Metabolic Process (GO:0042339),3,0,0.20505,0.41353,0.9348970419426048,False
GO_BP_2023,Positive Regulation Of Interferon-Beta Production (GO:0032728),3,0,0.25295,0.41353,0.9348970419426048,False
GO_BP_2023,Positive Regulation Of Notch Signaling Pathway (GO:0045747),3,0,0.12911,0.41359,0.9348970419426048,False
GO_BP_2023,Positive Regulation Of B Cell Activation (GO:0050871),3,0,0.21502,0.41362,0.9348970419426048,False
GO_BP_2023,Positive Regulation Of Protein Ubiquitination (GO:0031398),3,0,0.35412,0.41419,0.922255873493976,False
GO_BP_2023,Polysaccharide Biosynthetic Process (GO:0000271),3,0,0.25207,0.41436,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),3,0,0.19375,0.41444,0.9142010813887308,False
Reactome_2022,O-linked Glycosylation R-HSA-5173105,3,0,0.2018,0.41444,0.9348970419426048,False
GO_BP_2023,Microtubule Anchoring At Microtubule Organizing Center (GO:0072393),3,0,0.13685,0.41462,0.9142010813887308,False
GO_BP_2023,Mitotic Recombination (GO:0006312),3,0,0.24159,0.41499,0.9142010813887308,False
GO_BP_2023,Regulation Of Cellular Ketone Metabolic Process (GO:0010565),3,0,0.23344,0.41506,0.9348970419426048,False
GO_BP_2023,Skin Epidermis Development (GO:0098773),3,0,0.23396,0.41518,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Biosynthetic Process (GO:0009890),3,0,0.14728,0.41532,0.9234639630390143,False
Reactome_2022,SARS-CoV-2 Infection R-HSA-9694516,3,0,0.31091,0.41565,0.9142010813887308,False
GO_BP_2023,Regulation Of Response To Biotic Stimulus (GO:0002831),3,0,0.20619,0.41586,0.9348970419426048,False
Reactome_2022,Autophagy R-HSA-9612973,3,0,0.39919,0.41665,0.9336131578947368,False
GO_BP_2023,Negative Regulation Of Translation (GO:0017148),3,0,0.16151,0.4169,0.9142010813887308,False
